PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,user_id
-0.9737097750343259,0.36020459754253187,-0.7634629748807766,-0.21233837746793172,-0.21384887862269805,0.6413843901910443,0.373453868236304,0.15731247010970104,0.25098909136954883,-0.011742778871928483,-0.041586329881663,0.08341075801141996,0.22148002184952914,0.07519378198920976,0.08643598974737704,23557
0.16502130249335178,0.3184862204130431,-0.5552410174139223,-0.22712735921343155,-0.032670182252728754,-0.2455392154636793,-0.11562279038877327,-0.28684511702243365,-0.014781716406493839,-0.04062974629313326,-0.03420879016232012,0.06222628239208232,0.0013488731282797206,-0.1357458779189172,0.04939036903268329,94883
-0.1021042813456462,0.881264429549238,0.24038869986427405,-0.1680822708188291,-0.1549464464042551,0.004551557841859774,0.3639623112393058,-0.26627494873022667,-0.24747790625403654,0.05212973082580938,0.13672613106404993,0.17688384816607522,0.023106981430563056,-0.1348134034010793,0.2723909653187643,101486
0.8592613699014378,0.22764347675974184,-0.5180987955361905,0.09213276173626506,-0.13829520169279924,0.33790984105000765,-0.2387843993252743,-0.001615597371160668,0.2603644333362717,-0.07982687561885654,0.24597921431873973,-0.05799083884076947,-0.08025470331852755,-0.026981646343293447,0.11576771602433084,101961
0.5745135852772163,0.9130288842933592,0.414717080230936,-0.27567076451213485,0.012152578835248812,-0.6438218208609873,0.3177979130192884,0.724480467785602,-0.14066157140056434,-0.8225486086709091,0.09747600331763126,-0.4960955552154108,0.23976973653957634,-0.37104686006489046,-0.3327914604350627,106907
0.4261573977728934,0.02290930817151271,0.8233521261516888,-0.0630908661554978,-0.250560107883146,0.32914293077590207,0.31149506945951033,0.11010669088158063,-0.17016226199024542,0.17268738343487477,0.13865355499173124,0.22949975670131978,0.1399212878118301,0.17008508361212588,0.005037265206773833,118043
0.006243121389532202,0.88130589678926,0.274250295350536,-0.2485817490213841,-0.08250721598965914,-0.2570016593857396,0.06345840546820036,-0.17055409704810542,-0.2743134197595854,-0.07766741182914894,0.2284644778421216,-0.15023172249793,0.19108199726776326,0.18766317287314532,-0.014517119110730059,120851
0.4196925928176467,0.2754452905989623,-0.5190090088091495,-0.18640137248046518,-0.06702540255834706,-0.037884589718317166,-0.156884814621298,-0.09582178678855566,-0.15649737000152986,-0.03949056446603222,-0.004082475696151111,-0.007182042244512216,-0.16118578751300905,-0.027507801300395318,-0.11018329768895593,125845
-0.1426490935762046,-0.5269104561517666,0.05189628644427882,-0.4429258198326318,0.008052709563725835,-0.7964907234026343,0.11599910399285596,0.1991752267625017,0.1994546062146163,0.5782490539303793,-0.0345144438449041,0.0011764841697344819,-0.2737225965215925,0.08730896469378621,-0.14716665052303213,133058
0.7338172873613631,-0.0281429632044502,0.8304484362914587,0.12696318778377058,-0.2517932355948783,0.48728514452834043,-0.24082961113342727,0.06291635658731962,0.08065037782739848,0.008460967022416,0.10474984023685785,-0.1719839681945075,0.26410703965121984,0.10234341236846947,-0.06779259241069507,149058
